Time,CH1V,U_b,CH3V
7.700000e-04,-3.480000e-02,8.242667e-01,-1.320000e-02
7.720000e-04,-3.946667e-02,8.242667e-01,-1.786667e-02
7.740000e-04,-3.720000e-02,8.126667e-01,-2.013333e-02
7.760000e-04,-3.946667e-02,8.173333e-01,-2.013333e-02
7.780000e-04,-4.186667e-02,8.102667e-01,-3.173333e-02
7.800000e-04,-3.946667e-02,8.102667e-01,-4.000000e-03
7.820000e-04,-4.653334e-02,8.196000e-01,-1.560000e-02
7.840000e-04,-4.186667e-02,8.126667e-01,-1.320000e-02
7.860000e-04,-3.720000e-02,8.265333e-01,-2.946667e-02
7.880000e-04,-4.653334e-02,8.242667e-01,-2.013333e-02
7.900000e-04,-4.413334e-02,8.196000e-01,-1.320000e-02
7.920000e-04,-3.720000e-02,8.033333e-01,-2.253333e-02
7.940000e-04,-3.480000e-02,8.149334e-01,-2.013333e-02
7.960000e-04,-4.653334e-02,8.173333e-01,-1.320000e-02
7.980000e-04,-4.186667e-02,8.102667e-01,-2.946667e-02
8.000000e-04,-4.186667e-02,8.196000e-01,6.666667e-04
8.020000e-04,-2.786667e-02,7.917333e-01,-3.640000e-02
8.040000e-04,-5.120000e-02,8.196000e-01,-2.706667e-02
8.060000e-04,-4.413334e-02,8.080000e-01,-2.480000e-02
8.080000e-04,-4.880000e-02,8.033333e-01,-2.480000e-02
8.100000e-04,-3.946667e-02,8.196000e-01,-1.560000e-02
8.120000e-04,-5.120000e-02,8.056000e-01,-2.253333e-02
8.140000e-04,-3.720000e-02,8.080000e-01,-1.786667e-02
8.160000e-04,-7.466666e-02,8.102667e-01,-2.253333e-02
8.180000e-04,-2.786667e-02,8.102667e-01,-2.253333e-02
8.200000e-04,-4.413334e-02,8.173333e-01,-1.786667e-02
8.220000e-04,-3.946667e-02,8.196000e-01,-1.320000e-02
8.240000e-04,-4.880000e-02,8.056000e-01,-2.013333e-02
8.260000e-04,-3.720000e-02,8.196000e-01,-3.413333e-02
8.280000e-04,-6.053333e-02,8.102667e-01,-2.480000e-02
8.300000e-04,-3.480000e-02,8.080000e-01,-2.253333e-02
8.320000e-04,-4.653334e-02,8.010667e-01,-2.253333e-02
8.340000e-04,-2.786667e-02,8.173333e-01,-1.786667e-02
8.360000e-04,-4.880000e-02,8.220000e-01,-2.013333e-02
8.380000e-04,-3.946667e-02,8.102667e-01,-1.320000e-02
8.400000e-04,-4.186667e-02,8.056000e-01,-1.560000e-02
8.420000e-04,-3.720000e-02,8.033333e-01,-1.560000e-02
8.440000e-04,-4.186667e-02,8.149334e-01,-1.560000e-02
8.460000e-04,-3.946667e-02,8.056000e-01,-2.706667e-02
8.480000e-04,-4.413334e-02,8.149334e-01,-1.320000e-02
8.500000e-04,-3.480000e-02,8.010667e-01,-2.946667e-02
8.520000e-04,-4.653334e-02,8.149334e-01,-2.253333e-02
8.540000e-04,-2.786667e-02,8.173333e-01,-2.253333e-02
8.560000e-04,-3.720000e-02,8.196000e-01,-1.600000e-03
8.580000e-04,-2.546667e-02,8.033333e-01,-2.480000e-02
8.600000e-04,-4.413334e-02,8.102667e-01,-1.560000e-02
8.620000e-04,-3.013333e-02,8.149334e-01,-1.786667e-02
8.640000e-04,-3.946667e-02,8.173333e-01,-2.946667e-02
8.660000e-04,-3.013333e-02,8.289334e-01,-2.013333e-02
8.680000e-04,-4.653334e-02,8.102667e-01,-1.093333e-02
8.700000e-04,-3.013333e-02,8.196000e-01,-6.266667e-03
8.720000e-04,-4.653334e-02,8.126667e-01,-1.093333e-02
8.740000e-04,-3.720000e-02,8.196000e-01,-2.253333e-02
8.760000e-04,-4.186667e-02,8.080000e-01,-1.320000e-02
8.780000e-04,-4.186667e-02,8.126667e-01,-1.560000e-02
8.800000e-04,-4.413334e-02,8.289334e-01,6.666667e-04
8.820000e-04,-3.253333e-02,8.126667e-01,-6.266667e-03
8.840000e-04,-5.360000e-02,8.126667e-01,-2.013333e-02
8.860000e-04,-3.013333e-02,8.033333e-01,-1.560000e-02
8.880000e-04,-4.186667e-02,8.149334e-01,-1.560000e-02
8.900000e-04,-3.720000e-02,8.149334e-01,-1.093333e-02
8.920000e-04,-4.413334e-02,8.196000e-01,-1.786667e-02
8.940000e-04,-4.413334e-02,8.173333e-01,-3.640000e-02
8.960000e-04,-5.586667e-02,8.126667e-01,-3.413333e-02
8.980000e-04,-3.720000e-02,8.126667e-01,-2.480000e-02
9.000000e-04,-4.653334e-02,8.173333e-01,-1.093333e-02
9.020000e-04,-3.720000e-02,8.173333e-01,-2.480000e-02
9.040000e-04,-4.186667e-02,8.056000e-01,-1.560000e-02
9.060000e-04,-3.253333e-02,8.080000e-01,-2.480000e-02
9.080000e-04,-5.360000e-02,8.242667e-01,-1.600000e-03
9.100000e-04,-2.546667e-02,8.102667e-01,-2.480000e-02
9.120000e-04,-4.413334e-02,8.102667e-01,-1.320000e-02
9.140000e-04,-3.253333e-02,8.033333e-01,-1.093333e-02
9.160000e-04,-4.653334e-02,8.220000e-01,-1.786667e-02
9.180000e-04,-2.546667e-02,8.173333e-01,-1.786667e-02
9.200000e-04,-4.186667e-02,8.102667e-01,-8.666667e-03
9.220000e-04,-2.786667e-02,8.056000e-01,-2.480000e-02
9.240000e-04,-2.786667e-02,8.196000e-01,-1.560000e-02
9.260000e-04,-3.720000e-02,8.242667e-01,-6.266667e-03
9.280000e-04,-5.120000e-02,8.056000e-01,-6.266667e-03
9.300000e-04,-3.720000e-02,8.220000e-01,-6.266667e-03
9.320000e-04,-3.720000e-02,8.173333e-01,-1.560000e-02
9.340000e-04,-2.546667e-02,8.196000e-01,-2.013333e-02
9.360000e-04,-5.120000e-02,8.102667e-01,-2.253333e-02
9.380000e-04,-3.013333e-02,8.173333e-01,-3.413333e-02
9.400000e-04,-5.120000e-02,8.149334e-01,-1.320000e-02
9.420000e-04,-3.720000e-02,8.126667e-01,-1.320000e-02
9.440000e-04,-4.653334e-02,8.080000e-01,-1.786667e-02
9.460000e-04,-3.480000e-02,8.033333e-01,-2.253333e-02
9.480000e-04,-4.653334e-02,8.173333e-01,-1.560000e-02
9.500000e-04,-4.880000e-02,8.033333e-01,-3.413333e-02
9.520000e-04,-4.653334e-02,8.080000e-01,-2.946667e-02
9.540000e-04,-4.186667e-02,8.126667e-01,-3.413333e-02
9.560000e-04,-4.653334e-02,8.102667e-01,-1.093333e-02
9.580000e-04,-3.013333e-02,8.102667e-01,-1.786667e-02
9.600000e-04,-4.186667e-02,8.102667e-01,-1.093333e-02
9.620000e-04,-3.253333e-02,8.102667e-01,-2.253333e-02
9.640000e-04,-5.360000e-02,8.056000e-01,-1.786667e-02
9.660000e-04,-3.720000e-02,8.220000e-01,-1.560000e-02
9.680000e-04,-4.880000e-02,8.173333e-01,-1.786667e-02
9.700000e-04,-3.720000e-02,8.102667e-01,-2.480000e-02
9.720000e-04,-5.360000e-02,8.102667e-01,-1.786667e-02
9.740000e-04,-4.413334e-02,8.196000e-01,-1.786667e-02
9.760000e-04,-4.653334e-02,8.149334e-01,-8.666667e-03
9.780000e-04,-3.480000e-02,8.056000e-01,-2.480000e-02
9.800000e-04,-6.053333e-02,8.033333e-01,-2.253333e-02
9.820000e-04,-3.013333e-02,8.056000e-01,-2.013333e-02
9.840000e-04,-4.413334e-02,7.986667e-01,-2.253333e-02
9.860000e-04,-4.413334e-02,8.102667e-01,-2.013333e-02
9.880000e-04,-5.120000e-02,8.149334e-01,-1.786667e-02
9.900000e-04,-3.253333e-02,8.102667e-01,-1.320000e-02
9.920000e-04,-5.826667e-02,8.149334e-01,-2.253333e-02
9.940000e-04,-4.413334e-02,7.986667e-01,-1.786667e-02
9.960000e-04,-4.653334e-02,8.010667e-01,-1.320000e-02
9.980000e-04,-4.186667e-02,8.126667e-01,-1.320000e-02
1.000000e-03,-3.946667e-02,8.102667e-01,-1.560000e-02
1.002000e-03,4.831467e+00,8.568000e-01,-4.000000e-03
1.004000e-03,4.752000e+00,1.052133e+00,-2.253333e-02
1.006000e-03,4.672400e+00,1.670533e+00,-2.253333e-02
