Time,U_y,U_b
-1.000000e-03,-2.199467e+00,-6.802667e-01
-9.980000e-04,2.605600e+00,-4.106667e-01
-9.960000e-04,2.523467e+00,-1.496000e-01
-9.940000e-04,2.419733e+00,2.880000e-02
-9.920000e-04,2.354933e+00,1.853333e-01
-9.900000e-04,2.302933e+00,2.722667e-01
-9.880000e-04,2.259733e+00,3.637334e-01
-9.860000e-04,2.216533e+00,4.333333e-01
-9.840000e-04,2.181867e+00,4.810667e-01
-9.820000e-04,2.168800e+00,5.029333e-01
-9.800000e-04,2.147200e+00,5.333334e-01
-9.780000e-04,2.129867e+00,5.680000e-01
-9.760000e-04,2.160267e+00,5.594667e-01
-9.740000e-04,2.117067e+00,5.637333e-01
-9.720000e-04,2.129867e+00,5.898667e-01
-9.700000e-04,2.108267e+00,6.117333e-01
-9.680000e-04,2.117067e+00,5.986667e-01
-9.660000e-04,2.095467e+00,5.986667e-01
-9.640000e-04,2.108267e+00,6.290666e-01
-9.620000e-04,2.108267e+00,6.117333e-01
-9.600000e-04,2.117067e+00,5.898667e-01
-9.580000e-04,2.117067e+00,6.160000e-01
-9.560000e-04,2.099733e+00,6.202667e-01
-9.540000e-04,2.117067e+00,5.986667e-01
-9.520000e-04,2.086667e+00,6.290666e-01
-9.500000e-04,2.104000e+00,6.160000e-01
-9.480000e-04,2.112533e+00,6.202667e-01
-9.460000e-04,2.104000e+00,6.333333e-01
-9.440000e-04,2.104000e+00,6.117333e-01
-9.420000e-04,2.099733e+00,6.290666e-01
-9.400000e-04,2.121333e+00,6.202667e-01
-9.380000e-04,2.104000e+00,6.290666e-01
-9.360000e-04,2.104000e+00,6.202667e-01
-9.340000e-04,2.082400e+00,6.202667e-01
-9.320000e-04,2.108267e+00,6.290666e-01
-9.300000e-04,2.104000e+00,6.333333e-01
-9.280000e-04,2.121333e+00,6.290666e-01
-9.260000e-04,2.095467e+00,5.986667e-01
-9.240000e-04,2.099733e+00,6.117333e-01
-9.220000e-04,2.108267e+00,6.248000e-01
-9.200000e-04,2.104000e+00,6.160000e-01
-9.180000e-04,2.095467e+00,6.290666e-01
-9.160000e-04,2.104000e+00,6.160000e-01
-9.140000e-04,2.108267e+00,6.248000e-01
-9.120000e-04,2.099733e+00,6.160000e-01
-9.100000e-04,2.099733e+00,6.117333e-01
-9.080000e-04,2.099733e+00,6.248000e-01
-9.060000e-04,2.099733e+00,6.160000e-01
