Time,U_y,U_b
-4.250000e-04,-2.284800e+00,-5.237333e-01
-4.200000e-04,-2.281333e+00,-5.202667e-01
-4.150000e-04,-2.274267e+00,-5.220000e-01
-4.100000e-04,-2.280133e+00,-5.237333e-01
-4.050000e-04,-2.277733e+00,-5.254667e-01
-4.000000e-04,-2.276667e+00,-5.248000e-01
-3.950000e-04,-2.272533e+00,-5.282667e-01
-3.900000e-04,-2.280133e+00,-5.180000e-01
-3.850000e-04,-2.278933e+00,-5.180000e-01
-3.800000e-04,-2.274267e+00,-5.202667e-01
-3.750000e-04,-2.277733e+00,-5.208000e-01
-3.700000e-04,-2.282400e+00,-5.180000e-01
-3.650000e-04,-2.273733e+00,-5.237333e-01
-3.600000e-04,-2.290533e+00,-5.340000e-01
-3.550000e-04,-2.278400e+00,-5.265334e-01
-3.500000e-04,-2.280133e+00,-5.180000e-01
-3.450000e-04,-2.280667e+00,-5.180000e-01
-3.400000e-04,-2.281333e+00,-5.248000e-01
-3.350000e-04,-2.276000e+00,-5.208000e-01
-3.300000e-04,-2.282400e+00,-5.260000e-01
-3.250000e-04,-2.272533e+00,-5.150667e-01
-3.200000e-04,-2.276667e+00,-5.202667e-01
-3.150000e-04,-2.277733e+00,-5.190667e-01
-3.100000e-04,-2.270800e+00,-5.272000e-01
-3.050000e-04,-2.280133e+00,-5.237333e-01
-3.000000e-04,-2.269600e+00,-5.180000e-01
-2.950000e-04,-2.283067e+00,-5.190667e-01
-2.900000e-04,-2.278933e+00,-5.225334e-01
-2.850000e-04,-2.280133e+00,-5.230667e-01
-2.800000e-04,-2.281333e+00,-5.225334e-01
-2.750000e-04,-2.287600e+00,-5.265334e-01
-2.700000e-04,-2.287067e+00,-5.237333e-01
-2.650000e-04,-2.280667e+00,-5.225334e-01
-2.600000e-04,-2.272000e+00,-5.272000e-01
-2.550000e-04,-2.277200e+00,-5.260000e-01
-2.500000e-04,-2.282400e+00,-5.190667e-01
-2.450000e-04,-2.282400e+00,-5.248000e-01
-2.400000e-04,-2.269600e+00,-5.294667e-01
-2.350000e-04,-2.283067e+00,-5.272000e-01
-2.300000e-04,-2.282400e+00,-5.225334e-01
-2.250000e-04,-2.276667e+00,-5.242667e-01
-2.200000e-04,-2.285867e+00,-5.180000e-01
-2.150000e-04,-2.273200e+00,-5.277333e-01
-2.100000e-04,-2.275467e+00,-5.225334e-01
-2.050000e-04,-2.294000e+00,-5.248000e-01
-2.000000e-04,-2.278933e+00,-5.317333e-01
-1.950000e-04,-2.278933e+00,-5.190667e-01
-1.900000e-04,-2.282400e+00,-5.168000e-01
-1.850000e-04,-2.283600e+00,-5.202667e-01
-1.800000e-04,-2.283600e+00,-5.202667e-01
-1.750000e-04,-2.284133e+00,-5.150667e-01
-1.700000e-04,-2.280133e+00,-5.294667e-01
-1.650000e-04,-2.273733e+00,-5.208000e-01
-1.600000e-04,-2.285867e+00,-5.202667e-01
-1.550000e-04,-2.270800e+00,-5.265334e-01
-1.500000e-04,-2.283600e+00,-5.190667e-01
-1.450000e-04,-2.283067e+00,-5.248000e-01
-1.400000e-04,-2.274267e+00,-5.110667e-01
-1.350000e-04,-2.285867e+00,-5.174667e-01
-1.300000e-04,-2.278933e+00,-5.202667e-01
-1.250000e-04,-2.283067e+00,-5.265334e-01
-1.200000e-04,-2.278933e+00,-5.225334e-01
-1.150000e-04,-2.274933e+00,-5.145333e-01
-1.100000e-04,-2.277733e+00,-5.237333e-01
-1.050000e-04,-2.273200e+00,-5.282667e-01
-1.000000e-04,-2.281333e+00,-5.248000e-01
-9.500000e-05,-2.277733e+00,-5.225334e-01
-9.000000e-05,-2.278933e+00,-5.190667e-01
-8.500000e-05,-2.287600e+00,-5.225334e-01
-8.000000e-05,-2.290533e+00,-5.225334e-01
-7.500000e-05,-2.290000e+00,-5.288000e-01
-7.000000e-05,-2.276667e+00,-5.134667e-01
-6.500000e-05,-2.282400e+00,-5.312000e-01
-6.000000e-05,-2.290533e+00,-5.180000e-01
-5.500000e-05,-2.284133e+00,-5.162666e-01
-5.000000e-05,-2.277733e+00,-5.294667e-01
-4.500000e-05,-2.283600e+00,-5.242667e-01
-4.000000e-05,-2.274267e+00,-5.088000e-01
-3.500000e-05,-2.278933e+00,-5.254667e-01
-3.000000e-05,-2.284800e+00,-5.272000e-01
-2.500000e-05,-2.277733e+00,-5.230667e-01
-2.000000e-05,-2.285867e+00,-5.272000e-01
-1.500000e-05,-2.278933e+00,-5.157334e-01
-1.000000e-05,-2.287067e+00,-5.214667e-01
-5.000000e-06,-2.276667e+00,-5.128000e-01
-1.746921e-17,-2.283600e+00,-5.317333e-01
5.000000e-06,2.502000e+00,-1.474667e-01
1.000000e-05,2.390533e+00,9.506667e-02
1.500000e-05,2.311067e+00,2.654667e-01
2.000000e-05,2.244400e+00,3.512000e-01
2.500000e-05,2.226400e+00,4.096000e-01
3.000000e-05,2.201467e+00,4.381333e-01
3.500000e-05,2.195067e+00,4.598667e-01
4.000000e-05,2.179333e+00,4.725333e-01
4.500000e-05,2.174133e+00,4.788000e-01
5.000000e-05,2.178267e+00,4.862667e-01
5.500000e-05,2.175867e+00,4.828000e-01
6.000000e-05,2.177067e+00,4.862667e-01
6.500000e-05,2.176533e+00,4.810667e-01
7.000000e-05,2.172400e+00,4.908000e-01
7.500000e-05,2.167733e+00,4.765334e-01
8.000000e-05,2.177067e+00,4.953333e-01
8.500000e-05,2.176533e+00,4.862667e-01
9.000000e-05,2.178267e+00,4.953333e-01
9.500000e-05,2.170667e+00,4.948000e-01
1.000000e-04,2.172400e+00,4.885333e-01
1.050000e-04,2.186933e+00,4.948000e-01
1.100000e-04,2.182800e+00,4.896000e-01
1.150000e-04,2.182267e+00,4.930667e-01
1.200000e-04,2.165467e+00,4.976000e-01
1.250000e-04,2.180533e+00,4.896000e-01
1.300000e-04,2.173600e+00,4.908000e-01
1.350000e-04,2.193333e+00,5.000000e-01
1.400000e-04,2.179333e+00,4.862667e-01
1.450000e-04,2.176533e+00,4.896000e-01
1.500000e-04,2.186400e+00,4.930667e-01
1.550000e-04,2.170133e+00,4.925333e-01
1.600000e-04,2.184000e+00,4.930667e-01
1.650000e-04,2.182267e+00,4.942667e-01
