Time(s),CH1V,CH2V
-1.124800e-05,-1.142800e+00,-1.448667e+00
-1.123200e-05,-1.225333e+00,-1.500000e+00
-1.121600e-05,-1.286533e+00,-1.549867e+00
-1.120000e-05,-1.347867e+00,-1.615467e+00
-1.118400e-05,-1.395467e+00,-1.674400e+00
-1.116800e-05,-1.468133e+00,-1.731067e+00
-1.115200e-05,-1.524800e+00,-1.771733e+00
-1.113600e-05,-1.595200e+00,-1.823867e+00
-1.112000e-05,-1.645067e+00,-1.864667e+00
-1.110400e-05,-1.706267e+00,-1.914400e+00
-1.108800e-05,-1.747200e+00,-1.948400e+00
-1.107200e-05,-1.797067e+00,-2.005067e+00
-1.105600e-05,-1.858267e+00,-2.041200e+00
-1.104000e-05,-1.906000e+00,-2.084267e+00
-1.102400e-05,-1.951333e+00,-2.111467e+00
-1.100800e-05,-2.014800e+00,-2.152267e+00
-1.099200e-05,-2.035333e+00,-2.170400e+00
-1.097600e-05,-2.076133e+00,-2.204267e+00
-1.096000e-05,-2.121467e+00,-2.242800e+00
-1.094400e-05,-2.164533e+00,-2.263200e+00
-1.092800e-05,-2.196400e+00,-2.297200e+00
-1.091200e-05,-2.223600e+00,-2.306267e+00
-1.089600e-05,-2.271200e+00,-2.331067e+00
-1.088000e-05,-2.291600e+00,-2.351467e+00
-1.086400e-05,-2.312000e+00,-2.362800e+00
-1.084800e-05,-2.337067e+00,-2.371867e+00
-1.083200e-05,-2.359733e+00,-2.383200e+00
-1.081600e-05,-2.402800e+00,-2.394533e+00
-1.080000e-05,-2.398267e+00,-2.396800e+00
-1.078400e-05,-2.427733e+00,-2.412667e+00
-1.076800e-05,-2.427733e+00,-2.421733e+00
-1.075200e-05,-2.452667e+00,-2.408133e+00
-1.073600e-05,-2.454933e+00,-2.403600e+00
-1.072000e-05,-2.461867e+00,-2.414933e+00
-1.070400e-05,-2.470933e+00,-2.394533e+00
-1.068800e-05,-2.459600e+00,-2.390000e+00
-1.067200e-05,-2.464133e+00,-2.369600e+00
-1.065600e-05,-2.473200e+00,-2.365067e+00
-1.064000e-05,-2.464133e+00,-2.333333e+00
-1.062400e-05,-2.454933e+00,-2.328933e+00
-1.060800e-05,-2.457200e+00,-2.313067e+00
-1.059200e-05,-2.439067e+00,-2.283600e+00
-1.057600e-05,-2.423200e+00,-2.265467e+00
-1.056000e-05,-2.405067e+00,-2.254133e+00
-1.054400e-05,-2.386933e+00,-2.202000e+00
-1.052800e-05,-2.375600e+00,-2.181733e+00
-1.051200e-05,-2.343867e+00,-2.150000e+00
-1.049600e-05,-2.334800e+00,-2.111467e+00
-1.048000e-05,-2.296133e+00,-2.084267e+00
-1.046400e-05,-2.268933e+00,-2.043467e+00
-1.044800e-05,-2.244000e+00,-1.996000e+00
-1.043200e-05,-2.216800e+00,-1.962000e+00
-1.041600e-05,-2.178267e+00,-1.916667e+00
-1.040000e-05,-2.141867e+00,-1.871467e+00
-1.038400e-05,-2.087467e+00,-1.828400e+00
-1.036800e-05,-2.064800e+00,-1.778533e+00
-1.035200e-05,-2.010267e+00,-1.740133e+00
-1.033600e-05,-1.967200e+00,-1.678933e+00
-1.032000e-05,-1.926400e+00,-1.613200e+00
-1.030400e-05,-1.874133e+00,-1.565733e+00
-1.028800e-05,-1.824267e+00,-1.509067e+00
-1.027200e-05,-1.769867e+00,-1.450267e+00
-1.025600e-05,-1.717600e+00,-1.377733e+00
-1.024000e-05,-1.672267e+00,-1.339200e+00
-1.022400e-05,-1.602000e+00,-1.255467e+00
-1.020800e-05,-1.554267e+00,-1.203333e+00
-1.019200e-05,-1.484000e+00,-1.130933e+00
-1.017600e-05,-1.434000e+00,-1.072000e+00
-1.016000e-05,-1.372800e+00,-1.004133e+00
-1.014400e-05,-1.313867e+00,-9.452000e-01
-1.012800e-05,-1.234400e+00,-8.728000e-01
-1.011200e-05,-1.168667e+00,-8.048000e-01
-1.009600e-05,-1.093733e+00,-7.346666e-01
-1.008000e-05,-1.039333e+00,-6.802667e-01
-1.006400e-05,-9.734667e-01,-5.874667e-01
-1.004800e-05,-8.986667e-01,-5.285333e-01
-1.003200e-05,-8.260000e-01,-4.357333e-01
-1.001600e-05,-7.534667e-01,-3.881333e-01
-1.000000e-05,-6.694667e-01,-3.088000e-01
-9.984000e-06,-6.264000e-01,-2.250667e-01
-9.968000e-06,-5.288000e-01,-1.481333e-01
-9.952000e-06,-4.630667e-01,-8.693334e-02
-9.936000e-06,-3.836000e-01,-3.200000e-03
-9.920000e-06,-3.156000e-01,5.346667e-02
-9.904000e-06,-2.248000e-01,1.305333e-01
-9.888000e-06,-1.522667e-01,2.074667e-01
-9.872000e-06,-8.640000e-02,2.821333e-01
-9.856000e-06,-9.333333e-03,3.569333e-01
-9.840000e-06,7.693333e-02,4.181333e-01
-9.824000e-06,1.494667e-01,4.905334e-01
-9.808000e-06,2.266667e-01,5.676000e-01
-9.792000e-06,2.946667e-01,6.354667e-01
-9.776000e-06,3.741333e-01,7.012000e-01
-9.760000e-06,4.536000e-01,7.804000e-01
-9.744000e-06,5.261334e-01,8.416000e-01
-9.728000e-06,5.805333e-01,9.140000e-01
-9.712000e-06,6.600000e-01,9.752000e-01
-9.696000e-06,7.234667e-01,1.038533e+00
-9.680000e-06,8.165333e-01,1.113333e+00
-9.664000e-06,8.754667e-01,1.167600e+00
-9.648000e-06,9.572000e-01,1.228800e+00
-9.632000e-06,1.011600e+00,1.301200e+00
-9.616000e-06,1.082000e+00,1.360133e+00
-9.600000e-06,1.140933e+00,1.421333e+00
-9.584000e-06,1.213600e+00,1.466533e+00
-9.568000e-06,1.274800e+00,1.534533e+00
-9.552000e-06,1.340667e+00,1.577600e+00
-9.536000e-06,1.406400e+00,1.634133e+00
-9.520000e-06,1.470000e+00,1.688533e+00
-9.504000e-06,1.524400e+00,1.742800e+00
-9.488000e-06,1.583333e+00,1.790400e+00
-9.472000e-06,1.635600e+00,1.835733e+00
-9.456000e-06,1.701333e+00,1.878667e+00
-9.440000e-06,1.751200e+00,1.921733e+00
-9.424000e-06,1.812533e+00,1.967067e+00
-9.408000e-06,1.839733e+00,2.007867e+00
-9.392000e-06,1.919200e+00,2.055333e+00
-9.376000e-06,1.948667e+00,2.082533e+00
-9.360000e-06,2.003067e+00,2.114267e+00
-9.344000e-06,2.044000e+00,2.141467e+00
-9.328000e-06,2.073467e+00,2.164000e+00
-9.312000e-06,2.125600e+00,2.186667e+00
-9.296000e-06,2.157333e+00,2.225200e+00
-9.280000e-06,2.186800e+00,2.256933e+00
-9.264000e-06,2.232267e+00,2.270533e+00
-9.248000e-06,2.250400e+00,2.297733e+00
-9.232000e-06,2.275333e+00,2.315733e+00
-9.216000e-06,2.302533e+00,2.322533e+00
-9.200000e-06,2.336667e+00,2.336133e+00
-9.184000e-06,2.341200e+00,2.347467e+00
-9.168000e-06,2.375200e+00,2.358800e+00
-9.152000e-06,2.388800e+00,2.363333e+00
-9.136000e-06,2.404667e+00,2.381467e+00
-9.120000e-06,2.422800e+00,2.370133e+00
-9.104000e-06,2.440933e+00,2.370133e+00
-9.088000e-06,2.440933e+00,2.365600e+00
-9.072000e-06,2.456800e+00,2.374667e+00
-9.056000e-06,2.440933e+00,2.349733e+00
-9.040000e-06,2.463600e+00,2.349733e+00
-9.024000e-06,2.459067e+00,2.331600e+00
-9.008000e-06,2.447733e+00,2.324800e+00
-8.992000e-06,2.440933e+00,2.308933e+00
-8.976000e-06,2.463600e+00,2.286400e+00
-8.960000e-06,2.440933e+00,2.277333e+00
-8.944000e-06,2.422800e+00,2.243333e+00
-8.928000e-06,2.404667e+00,2.220667e+00
-8.912000e-06,2.393333e+00,2.202533e+00
-8.896000e-06,2.370667e+00,2.164000e+00
-8.880000e-06,2.359333e+00,2.139200e+00
-8.864000e-06,2.336667e+00,2.098400e+00
-8.848000e-06,2.311600e+00,2.075733e+00
-8.832000e-06,2.279867e+00,2.037200e+00
-8.816000e-06,2.254933e+00,1.992000e+00
-8.800000e-06,2.225467e+00,1.953467e+00
-8.784000e-06,2.182267e+00,1.903600e+00
-8.768000e-06,2.148267e+00,1.865200e+00
-8.752000e-06,2.112000e+00,1.819867e+00
-8.736000e-06,2.066667e+00,1.763200e+00
-8.720000e-06,2.032533e+00,1.727067e+00
-8.704000e-06,1.987200e+00,1.670400e+00
-8.688000e-06,1.946400e+00,1.627333e+00
-8.672000e-06,1.885067e+00,1.559467e+00
-8.656000e-06,1.848800e+00,1.507333e+00
-8.640000e-06,1.798933e+00,1.452933e+00
-8.624000e-06,1.746667e+00,1.391867e+00
-8.608000e-06,1.690000e+00,1.337467e+00
-8.592000e-06,1.624267e+00,1.278667e+00
-8.576000e-06,1.572000e+00,1.222000e+00
-8.560000e-06,1.519867e+00,1.140533e+00
-8.544000e-06,1.463200e+00,1.079333e+00
-8.528000e-06,1.408667e+00,1.018133e+00
-8.512000e-06,1.336133e+00,9.457334e-01
-8.496000e-06,1.281600e+00,8.800000e-01
-8.480000e-06,1.209067e+00,8.144000e-01
-8.464000e-06,1.140933e+00,7.532000e-01
-8.448000e-06,1.070667e+00,6.740000e-01
-8.432000e-06,1.009333e+00,6.014667e-01
-8.416000e-06,9.300000e-01,5.358667e-01
-8.400000e-06,8.732000e-01,4.814667e-01
-8.384000e-06,7.961333e-01,3.886667e-01
-8.368000e-06,7.257333e-01,3.229333e-01
-8.352000e-06,6.441333e-01,2.505333e-01
-8.336000e-06,5.714667e-01,1.712000e-01
-8.320000e-06,4.921333e-01,8.973333e-02
-8.304000e-06,4.308000e-01,3.306667e-02
-8.288000e-06,3.582667e-01,-5.520000e-02
-8.272000e-06,2.720000e-01,-1.028000e-01
-8.256000e-06,2.108000e-01,-1.956000e-01
-8.240000e-06,1.336000e-01,-2.568000e-01
-8.224000e-06,5.200000e-02,-3.428000e-01
-8.208000e-06,-2.066667e-02,-4.130667e-01
-8.192000e-06,-8.866667e-02,-4.764000e-01
-8.176000e-06,-1.636000e-01,-5.444000e-01
-8.160000e-06,-2.816000e-01,-6.326666e-01
-8.144000e-06,-3.224000e-01,-6.938667e-01
-8.128000e-06,-3.972000e-01,-7.821333e-01
-8.112000e-06,-4.653333e-01,-8.365334e-01
-8.096000e-06,-5.492000e-01,-9.066667e-01
-8.080000e-06,-6.128000e-01,-9.565334e-01
-8.064000e-06,-6.966667e-01,-1.042533e+00
-8.048000e-06,-7.557334e-01,-1.092400e+00
-8.032000e-06,-8.328000e-01,-1.169467e+00
-8.016000e-06,-9.054667e-01,-1.232800e+00
-8.000000e-06,-9.802667e-01,-1.294000e+00
-7.984000e-06,-1.021200e+00,-1.348267e+00
-7.968000e-06,-1.111867e+00,-1.402667e+00
