Time(s),CH1V,CH2V
-3.324000e-05,4.301333e-01,-8.961334e-01
-3.318000e-05,3.530667e-01,-9.257333e-01
-3.312000e-05,2.821333e-01,-9.861333e-01
-3.306000e-05,2.178667e-01,-9.970667e-01
-3.300000e-05,1.480000e-01,-1.034667e+00
-3.294000e-05,9.000000e-02,-1.091067e+00
-3.288000e-05,2.280000e-02,-1.111600e+00
-3.282000e-05,-5.266667e-02,-1.145733e+00
-3.276000e-05,-1.165333e-01,-1.188133e+00
-3.270000e-05,-1.897333e-01,-1.206400e+00
-3.264000e-05,-2.485333e-01,-1.236667e+00
-3.258000e-05,-3.148000e-01,-1.267733e+00
-3.252000e-05,-3.738667e-01,-1.290000e+00
-3.246000e-05,-4.526667e-01,-1.336267e+00
-3.240000e-05,-5.170667e-01,-1.341067e+00
-3.234000e-05,-5.777333e-01,-1.375200e+00
-3.228000e-05,-6.540000e-01,-1.411467e+00
-3.222000e-05,-7.016000e-01,-1.426533e+00
-3.216000e-05,-7.832000e-01,-1.450533e+00
-3.210000e-05,-8.389333e-01,-1.461467e+00
-3.204000e-05,-8.993334e-01,-1.487200e+00
-3.198000e-05,-9.598667e-01,-1.514267e+00
-3.192000e-05,-1.025867e+00,-1.521867e+00
-3.186000e-05,-1.086933e+00,-1.544000e+00
-3.180000e-05,-1.147600e+00,-1.559733e+00
-3.174000e-05,-1.200133e+00,-1.573200e+00
-3.168000e-05,-1.257067e+00,-1.584000e+00
-3.162000e-05,-1.318933e+00,-1.592133e+00
-3.156000e-05,-1.372667e+00,-1.608133e+00
-3.150000e-05,-1.432667e+00,-1.622933e+00
-3.144000e-05,-1.475067e+00,-1.612400e+00
-3.138000e-05,-1.528400e+00,-1.625600e+00
-3.132000e-05,-1.582533e+00,-1.644667e+00
-3.126000e-05,-1.626667e+00,-1.626533e+00
-3.120000e-05,-1.689067e+00,-1.646533e+00
-3.114000e-05,-1.725733e+00,-1.638133e+00
-3.108000e-05,-1.773867e+00,-1.641733e+00
-3.102000e-05,-1.820400e+00,-1.642667e+00
-3.096000e-05,-1.860267e+00,-1.630400e+00
-3.090000e-05,-1.896267e+00,-1.632133e+00
-3.084000e-05,-1.940000e+00,-1.632667e+00
-3.078000e-05,-1.972000e+00,-1.627867e+00
-3.072000e-05,-2.015867e+00,-1.618667e+00
-3.066000e-05,-2.032667e+00,-1.600267e+00
-3.060000e-05,-2.066667e+00,-1.581067e+00
-3.054000e-05,-2.111467e+00,-1.594533e+00
