Time(s),CH1V,CH2V
-1.331200e-04,4.504000e-01,-4.413333e-01
-1.328600e-04,3.776000e-01,-4.594667e-01
-1.326000e-04,3.112000e-01,-4.705333e-01
-1.323400e-04,2.396000e-01,-4.796000e-01
-1.320800e-04,1.742667e-01,-4.990667e-01
-1.318200e-04,9.440000e-02,-5.013334e-01
-1.315600e-04,3.253333e-02,-5.056000e-01
-1.313000e-04,-3.933333e-02,-5.156000e-01
-1.310400e-04,-1.130667e-01,-5.213333e-01
-1.307800e-04,-1.813333e-01,-5.216000e-01
-1.305200e-04,-2.597333e-01,-5.310667e-01
-1.302600e-04,-3.137333e-01,-5.336000e-01
-1.300000e-04,-3.858667e-01,-5.416000e-01
-1.297400e-04,-4.585333e-01,-5.444000e-01
-1.294800e-04,-5.381333e-01,-5.424000e-01
-1.292200e-04,-5.998667e-01,-5.493333e-01
-1.289600e-04,-6.789333e-01,-5.580000e-01
-1.287000e-04,-7.516000e-01,-5.545334e-01
-1.284400e-04,-8.041334e-01,-5.517333e-01
-1.281800e-04,-8.706667e-01,-5.530667e-01
-1.279200e-04,-9.330667e-01,-5.577334e-01
-1.276600e-04,-1.008933e+00,-5.593333e-01
-1.274000e-04,-1.066933e+00,-5.509334e-01
-1.271400e-04,-1.128267e+00,-5.558667e-01
-1.268800e-04,-1.187867e+00,-5.590667e-01
-1.266200e-04,-1.254800e+00,-5.444000e-01
-1.263600e-04,-1.320800e+00,-5.421333e-01
-1.261000e-04,-1.366000e+00,-5.464000e-01
-1.258400e-04,-1.428133e+00,-5.384000e-01
-1.255800e-04,-1.488933e+00,-5.330667e-01
-1.253200e-04,-1.556267e+00,-5.217333e-01
-1.250600e-04,-1.588800e+00,-5.293334e-01
-1.248000e-04,-1.629333e+00,-5.262667e-01
-1.245400e-04,-1.683733e+00,-5.112000e-01
-1.242800e-04,-1.735867e+00,-5.018667e-01
-1.240200e-04,-1.785067e+00,-4.936000e-01
-1.237600e-04,-1.827733e+00,-5.008000e-01
-1.235000e-04,-1.865467e+00,-4.933333e-01
-1.232400e-04,-1.916400e+00,-4.826667e-01
-1.229800e-04,-1.949867e+00,-4.809333e-01
-1.227200e-04,-1.985333e+00,-4.649333e-01
-1.224600e-04,-2.020933e+00,-4.560000e-01
-1.222000e-04,-2.049200e+00,-4.425333e-01
-1.219400e-04,-2.086800e+00,-4.317333e-01
-1.216800e-04,-2.107733e+00,-4.245333e-01
-1.214200e-04,-2.151867e+00,-4.100000e-01
-1.211600e-04,-2.164533e+00,-4.100000e-01
-1.209000e-04,-2.185067e+00,-3.760000e-01
-1.206400e-04,-2.205867e+00,-3.702667e-01
-1.203800e-04,-2.237200e+00,-3.625333e-01
-1.201200e-04,-2.241733e+00,-3.408000e-01
-1.198600e-04,-2.272400e+00,-3.360000e-01
-1.196000e-04,-2.268933e+00,-3.092000e-01
-1.193400e-04,-2.280267e+00,-3.126667e-01
-1.190800e-04,-2.279867e+00,-2.936000e-01
-1.188200e-04,-2.292400e+00,-2.788000e-01
-1.185600e-04,-2.296133e+00,-2.590667e-01
-1.183000e-04,-2.292667e+00,-2.269333e-01
-1.180400e-04,-2.292133e+00,-2.312000e-01
-1.177800e-04,-2.290800e+00,-2.130667e-01
-1.175200e-04,-2.289467e+00,-2.004000e-01
-1.172600e-04,-2.285733e+00,-1.880000e-01
-1.170000e-04,-2.268933e+00,-1.752000e-01
-1.167400e-04,-2.258000e+00,-1.461333e-01
-1.164800e-04,-2.246267e+00,-1.333333e-01
-1.162200e-04,-2.227733e+00,-1.133333e-01
-1.159600e-04,-2.211467e+00,-9.826667e-02
-1.157000e-04,-2.186933e+00,-9.053333e-02
-1.154400e-04,-2.171467e+00,-7.333333e-02
-1.151800e-04,-2.145200e+00,-5.520000e-02
-1.149200e-04,-2.106133e+00,-5.053334e-02
-1.146600e-04,-2.082133e+00,-1.746667e-02
-1.144000e-04,-2.060400e+00,-6.666667e-03
-1.141400e-04,-2.028667e+00,1.426667e-02
-1.138800e-04,-1.991733e+00,2.386667e-02
-1.136200e-04,-1.958000e+00,3.973334e-02
-1.133600e-04,-1.917333e+00,5.813333e-02
-1.131000e-04,-1.877333e+00,7.040000e-02
-1.128400e-04,-1.831600e+00,9.200000e-02
-1.125800e-04,-1.790533e+00,9.960000e-02
-1.123200e-04,-1.760800e+00,1.328000e-01
-1.120600e-04,-1.689467e+00,1.378667e-01
-1.118000e-04,-1.649067e+00,1.542667e-01
-1.115400e-04,-1.598400e+00,1.666667e-01
-1.112800e-04,-1.545200e+00,1.846667e-01
-1.110200e-04,-1.498133e+00,2.092000e-01
-1.107600e-04,-1.443733e+00,2.142667e-01
-1.105000e-04,-1.378800e+00,2.216000e-01
-1.102400e-04,-1.322933e+00,2.573333e-01
-1.099800e-04,-1.262533e+00,2.550667e-01
-1.097200e-04,-1.193600e+00,2.714667e-01
-1.094600e-04,-1.145067e+00,2.790667e-01
-1.092000e-04,-1.067600e+00,3.002667e-01
-1.089400e-04,-1.014400e+00,3.178667e-01
-1.086800e-04,-9.417334e-01,3.252000e-01
-1.084200e-04,-8.900000e-01,3.413333e-01
-1.081600e-04,-8.169333e-01,3.546667e-01
-1.079000e-04,-7.568000e-01,3.660000e-01
-1.076400e-04,-6.848000e-01,3.778667e-01
-1.073800e-04,-6.173334e-01,3.861333e-01
-1.071200e-04,-5.628000e-01,3.897333e-01
-1.068600e-04,-4.868000e-01,4.136000e-01
-1.066000e-04,-4.097333e-01,4.169333e-01
-1.063400e-04,-3.505333e-01,4.245333e-01
-1.060800e-04,-2.634667e-01,4.326667e-01
-1.058200e-04,-1.962667e-01,4.466667e-01
-1.055600e-04,-1.225333e-01,4.562667e-01
-1.053000e-04,-6.280000e-02,4.688000e-01
-1.050400e-04,1.133333e-02,4.812000e-01
-1.047800e-04,8.240000e-02,4.696000e-01
-1.045200e-04,1.506667e-01,4.809333e-01
-1.042600e-04,2.129333e-01,4.850667e-01
-1.040000e-04,2.956000e-01,4.905334e-01
-1.037400e-04,3.657333e-01,4.929333e-01
-1.034800e-04,4.358667e-01,5.036000e-01
-1.032200e-04,5.061333e-01,5.053334e-01
-1.029600e-04,5.692000e-01,5.153334e-01
-1.027000e-04,6.373333e-01,5.076000e-01
-1.024400e-04,6.973333e-01,5.065333e-01
-1.021800e-04,7.674667e-01,5.134667e-01
-1.019200e-04,8.313333e-01,5.038667e-01
-1.016600e-04,9.153333e-01,5.061333e-01
-1.014000e-04,9.730667e-01,5.105333e-01
-1.011400e-04,1.040400e+00,5.160000e-01
-1.008800e-04,1.100000e+00,5.042667e-01
-1.006200e-04,1.164267e+00,5.036000e-01
-1.003600e-04,1.220800e+00,5.014667e-01
-1.001000e-04,1.273867e+00,5.050667e-01
-9.984000e-05,1.336400e+00,4.973333e-01
-9.958000e-05,1.394667e+00,4.941334e-01
-9.932000e-05,1.444400e+00,5.014667e-01
-9.906000e-05,1.497600e+00,4.966667e-01
-9.880000e-05,1.552533e+00,4.874667e-01
-9.854000e-05,1.596267e+00,4.802667e-01
-9.828000e-05,1.655733e+00,4.701333e-01
-9.802000e-05,1.713467e+00,4.612000e-01
-9.776000e-05,1.747200e+00,4.584000e-01
-9.750000e-05,1.789467e+00,4.480000e-01
-9.724000e-05,1.836533e+00,4.422667e-01
-9.698000e-05,1.874800e+00,4.406667e-01
-9.672000e-05,1.927200e+00,4.238667e-01
-9.646000e-05,1.951867e+00,4.125333e-01
-9.620000e-05,1.997333e+00,4.117333e-01
-9.594000e-05,2.019067e+00,4.045333e-01
-9.568000e-05,2.048800e+00,3.864000e-01
-9.542000e-05,2.078000e+00,3.786667e-01
-9.516000e-05,2.116533e+00,3.818667e-01
-9.490000e-05,2.132400e+00,3.497333e-01
-9.464000e-05,2.164800e+00,3.366667e-01
-9.438000e-05,2.185333e+00,3.245333e-01
-9.412000e-05,2.206400e+00,3.166667e-01
-9.386000e-05,2.223067e+00,3.049333e-01
-9.360000e-05,2.227600e+00,2.913333e-01
-9.334000e-05,2.244800e+00,2.754667e-01
-9.308000e-05,2.260267e+00,2.584000e-01
-9.282000e-05,2.270000e+00,2.505333e-01
-9.256000e-05,2.265867e+00,2.349333e-01
-9.230000e-05,2.275867e+00,2.254667e-01
-9.204000e-05,2.281600e+00,2.112000e-01
-9.178000e-05,2.276533e+00,1.912000e-01
-9.152000e-05,2.277867e+00,1.777333e-01
-9.126000e-05,2.280000e+00,1.548000e-01
-9.100000e-05,2.265867e+00,1.448000e-01
-9.074000e-05,2.249733e+00,1.381333e-01
-9.048000e-05,2.248133e+00,1.124000e-01
-9.022000e-05,2.221867e+00,9.453333e-02
-8.996000e-05,2.227600e+00,7.840000e-02
-8.970000e-05,2.196667e+00,6.506667e-02
-8.944000e-05,2.180667e+00,5.440000e-02
-8.918000e-05,2.153067e+00,3.226667e-02
-8.892000e-05,2.123467e+00,1.426667e-02
-8.866000e-05,2.108133e+00,6.666667e-04
-8.840000e-05,2.075867e+00,-2.120000e-02
-8.814000e-05,2.040267e+00,-3.920000e-02
-8.788000e-05,2.016267e+00,-5.213333e-02
-8.762000e-05,1.984133e+00,-6.293333e-02
-8.736000e-05,1.938667e+00,-8.013333e-02
-8.710000e-05,1.905600e+00,-9.226667e-02
-8.684000e-05,1.872400e+00,-1.205333e-01
-8.658000e-05,1.830000e+00,-1.374667e-01
-8.632000e-05,1.778267e+00,-1.512000e-01
-8.606000e-05,1.748000e+00,-1.576000e-01
-8.580000e-05,1.691600e+00,-1.769333e-01
-8.554000e-05,1.643067e+00,-1.994667e-01
