erro, temperatura atual, integral
1.29, 301.86, 140.81
1.29, 301.86, 140.95
1.29, 301.86, 141.08
1.29, 301.86, 141.21
1.29, 301.86, 141.34
1.29, 301.86, 141.47
1.2, 301.95, 141.6
1.2, 301.95, 141.72
1.29, 301.86, 141.85
1.2, 301.95, 141.98
1.29, 301.86, 142.1
1.2, 301.95, 142.23
1.2, 301.95, 142.35
1.2, 301.95, 142.48
1.2, 301.95, 142.6
1.29, 301.86, 142.72
1.2, 301.95, 142.85
1.2, 301.95, 142.97
1.2, 301.95, 143.1
1.2, 301.95, 143.22
1.2, 301.95, 143.34
1.2, 301.95, 143.46
1.2, 301.95, 143.58
1.2, 301.95, 143.71
1.2, 301.95, 143.83
1.2, 301.95, 143.95
1.2, 301.95, 144.07
1.2, 301.95, 144.2
1.11, 302.04, 144.31
1.2, 301.95, 144.43
1.11, 302.04, 144.55
1.2, 301.95, 144.67
1.2, 301.95, 144.79
1.2, 301.95, 144.91
1.2, 301.95, 145.03
1.2, 301.95, 145.16
1.11, 302.04, 145.27
1.11, 302.04, 145.39
1.11, 302.04, 145.5
1.11, 302.04, 145.61
1.11, 302.04, 145.73
1.11, 302.04, 145.84
1.2, 301.95, 145.96
1.11, 302.04, 146.07
1.11, 302.04, 146.19
1.11, 302.04, 146.3
1.11, 302.04, 146.41
1.11, 302.04, 146.53
1.11, 302.04, 146.64
1.11, 302.04, 146.75
1.11, 302.04, 146.87
1.11, 302.04, 146.98
1.11, 302.04, 147.09
1.11, 302.04, 147.21
1.11, 302.04, 147.32
1.11, 302.04, 147.43
1.11, 302.04, 147.54
1.11, 302.04, 147.66
1.11, 302.04, 147.77
1.11, 302.04, 147.88
1.11, 302.04, 148.0
1.11, 302.04, 148.11
1.11, 302.04, 148.22
1.11, 302.04, 148.34
1.11, 302.04, 148.45
1.02, 302.13, 148.56
1.02, 302.13, 148.66
1.02, 302.13, 148.76
1.02, 302.13, 148.87
1.02, 302.13, 148.97
1.02, 302.13, 149.08
1.11, 302.04, 149.19
1.02, 302.13, 149.29
1.11, 302.04, 149.4
1.02, 302.13, 149.51
1.02, 302.13, 149.61
1.02, 302.13, 149.72
1.02, 302.13, 149.82
1.02, 302.13, 149.92
1.02, 302.13, 150.03
1.02, 302.13, 150.13
1.02, 302.13, 150.24
1.02, 302.13, 150.34
1.02, 302.13, 150.44
1.02, 302.13, 150.55
1.02, 302.13, 150.65
1.02, 302.13, 150.76
1.02, 302.13, 150.86
0.93, 302.22, 150.96
1.02, 302.13, 151.06
1.02, 302.13, 151.16
1.02, 302.13, 151.27
