erro, temperatura atual, integral
3.04, 298.11, 186.83
3.04, 298.11, 187.14
2.96, 298.19, 187.44
3.04, 298.11, 187.74
3.04, 298.11, 188.05
3.04, 298.11, 188.36
3.04, 298.11, 188.67
3.04, 298.11, 188.98
2.96, 298.19, 189.29
2.96, 298.19, 189.58
3.04, 298.11, 189.89
2.96, 298.19, 190.19
2.96, 298.19, 190.49
2.96, 298.19, 190.8
3.04, 298.11, 191.1
3.04, 298.11, 191.41
3.04, 298.11, 191.72
2.96, 298.19, 192.02
2.96, 298.19, 192.32
2.96, 298.19, 192.62
2.96, 298.19, 192.92
2.96, 298.19, 193.22
3.04, 298.11, 193.52
3.04, 298.11, 193.84
3.04, 298.11, 194.15
3.04, 298.11, 194.45
2.96, 298.19, 194.76
2.96, 298.19, 195.06
2.96, 298.19, 195.36
2.96, 298.19, 195.66
2.96, 298.19, 195.96
2.96, 298.19, 196.26
2.96, 298.19, 196.56
2.96, 298.19, 196.86
2.96, 298.19, 197.16
2.96, 298.19, 197.46
2.96, 298.19, 197.76
2.96, 298.19, 198.06
2.96, 298.19, 198.36
2.96, 298.19, 198.66
2.87, 298.28, 198.95
2.96, 298.19, 199.25
2.96, 298.19, 199.55
2.96, 298.19, 199.85
2.96, 298.19, 200.15
2.96, 298.19, 200.45
2.96, 298.19, 200.75
2.87, 298.28, 201.05
2.87, 298.28, 201.34
2.87, 298.28, 201.63
2.87, 298.28, 201.92
2.87, 298.28, 202.21
2.96, 298.19, 202.51
2.87, 298.28, 203.09
2.96, 298.19, 203.39
2.96, 298.19, 203.69
2.87, 298.28, 203.99
2.87, 298.28, 204.27
2.87, 298.28, 204.56
2.87, 298.28, 204.86
2.87, 298.28, 205.15
2.96, 298.19, 205.44
2.87, 298.28, 205.74
2.87, 298.28, 206.03
2.96, 298.19, 206.33
2.87, 298.28, 206.62
2.87, 298.28, 206.91
2.87, 298.28, 207.21
2.87, 298.28, 207.5
2.87, 298.28, 207.79
2.87, 298.28, 208.37
2.87, 298.28, 208.66
2.87, 298.28, 208.95
2.87, 298.28, 209.24
2.87, 298.28, 209.54
2.87, 298.28, 209.82
2.87, 298.28, 210.12
2.87, 298.28, 210.41
2.87, 298.28, 210.7
2.78, 298.37, 210.98
2.87, 298.28, 211.27
2.87, 298.28, 211.57
2.87, 298.28, 211.85
2.87, 298.28, 212.14
2.78, 298.37, 212.43
2.78, 298.37, 212.71
2.78, 298.37, 212.99
2.78, 298.37, 213.28
2.78, 298.37, 213.56
2.78, 298.37, 213.84
2.78, 298.37, 214.13
2.78, 298.37, 214.41
2.87, 298.28, 214.69
2.78, 298.37, 214.98
2.87, 298.28, 215.26
2.78, 298.37, 215.55
2.78, 298.37, 215.83
2.78, 298.37, 216.12
2.78, 298.37, 216.4
2.78, 298.37, 216.68
2.78, 298.37, 216.96
2.78, 298.37, 217.25
2.78, 298.37, 217.53
2.78, 298.37, 217.81
2.78, 298.37, 218.09
2.78, 298.37, 218.38
2.78, 298.37, 218.66
