temperatura atual, tempo
335.96, 27.928267002105713
335.96, 28.029557466506958
335.96, 28.129759788513184
336.15, 28.231879711151123
335.96, 28.33332061767578
336.15, 28.434484720230103
335.96, 28.535239934921265
336.15, 28.636208295822144
335.96, 28.737648248672485
335.96, 28.8388774394989
335.96, 28.939470529556274
335.96, 29.040631771087646
335.96, 29.142128705978394
336.33, 29.243586540222168
335.96, 29.34533166885376
335.96, 29.445534467697144
335.96, 29.546467065811157
335.96, 29.648576021194458
335.96, 29.74995183944702
335.96, 29.85059380531311
335.96, 29.951685190200806
335.96, 30.053327798843384
335.96, 30.15431261062622
335.77, 30.25554895401001
335.96, 30.356175899505615
335.96, 30.4579758644104
335.96, 30.5588595867157
335.96, 30.6605863571167
335.96, 30.76194667816162
335.96, 30.86206865310669
335.96, 30.96398115158081
335.96, 31.06529402732849
335.96, 31.16615343093872
335.96, 31.26709747314453
335.96, 31.368240118026733
335.96, 31.469179153442383
335.96, 31.570736408233643
335.96, 31.671607494354248
335.96, 31.773202657699585
335.96, 31.874773502349854
335.96, 31.976479291915894
335.96, 32.0771849155426
335.96, 32.17884397506714
335.96, 32.279953718185425
335.96, 32.380061864852905
335.96, 32.4818913936615
335.96, 32.5829393863678
335.96, 32.68446326255798
335.96, 32.786606311798096
335.96, 32.88821029663086
335.96, 32.98878622055054
335.96, 33.089807748794556
335.96, 33.190438747406006
335.96, 33.291483879089355
335.96, 33.393500089645386
335.96, 33.49366784095764
335.96, 33.594693183898926
335.96, 33.695502281188965
336.15, 33.79761791229248
335.96, 33.89810633659363
335.96, 33.99956154823303
335.96, 34.100759744644165
335.96, 34.20177602767944
335.96, 34.302797079086304
335.96, 34.40416669845581
335.96, 34.50486159324646
335.96, 34.605672121047974
335.96, 34.70768117904663
335.96, 34.80836248397827
335.96, 34.909066677093506
335.96, 35.01093649864197
335.96, 35.111149311065674
335.96, 35.21218419075012
335.96, 35.314295291900635
335.96, 35.41572451591492
335.96, 35.51727485656738
335.96, 35.61827087402344
335.96, 35.718788146972656
335.96, 35.820186138153076
335.96, 35.92149019241333
335.96, 36.022191286087036
335.77, 36.12339735031128
335.96, 36.22523880004883
335.96, 36.325928688049316
335.96, 36.42842769622803
335.96, 36.52956676483154
335.96, 36.63079524040222
335.96, 36.73220086097717
335.77, 36.83364415168762
335.96, 36.93445372581482
335.96, 37.035452365875244
335.96, 37.13789749145508
335.96, 37.238712549209595
335.96, 37.340413331985474
335.96, 37.44138288497925
335.96, 37.5425329208374
335.96, 37.64262580871582
335.96, 37.74470090866089
335.96, 37.845951557159424
335.96, 37.946110248565674
335.96, 38.04748797416687
335.96, 38.14953827857971
335.96, 38.25107669830322
335.96, 38.35245966911316
335.96, 38.45289397239685
335.96, 38.553927421569824
335.96, 38.65557837486267
335.96, 38.757219076156616
335.96, 38.85824012756348
335.96, 38.960028886795044
335.96, 39.06080770492554
335.96, 39.16187930107117
335.96, 39.26305937767029
335.96, 39.36516547203064
335.96, 39.46648812294006
335.96, 39.566805839538574
335.77, 39.668896436691284
335.96, 39.769004106521606
335.77, 39.86992168426514
335.77, 39.97189450263977
335.77, 40.07250356674194
335.77, 40.174519538879395
335.96, 40.27471852302551
335.77, 40.376702070236206
335.77, 40.4770143032074
335.77, 40.579339265823364
335.96, 40.680694580078125
335.77, 40.78150773048401
335.77, 40.882617235183716
335.77, 40.9846556186676
335.77, 41.08588242530823
335.77, 41.187548875808716
335.77, 41.28946137428284
335.77, 41.39073586463928
335.77, 41.49138045310974
335.96, 41.59257411956787
335.96, 41.69350481033325
335.77, 41.79483461380005
335.96, 41.89562773704529
335.96, 41.99752140045166
335.96, 42.09925985336304
335.96, 42.20072317123413
335.77, 42.30091071128845
335.96, 42.40244507789612
335.96, 42.50368785858154
335.77, 42.60512185096741
335.96, 42.70593810081482
335.77, 42.8073251247406
335.96, 42.908679723739624
335.96, 43.01060152053833
335.77, 43.11078071594238
335.96, 43.211939573287964
335.77, 43.31343603134155
335.77, 43.415916204452515
335.77, 43.516273736953735
335.96, 43.6178023815155
335.96, 43.7195508480072
335.77, 43.82065677642822
335.77, 43.92197132110596
335.96, 44.02407217025757
335.77, 44.12473964691162
335.77, 44.22549486160278
335.77, 44.32699489593506
335.77, 44.42769122123718
335.77, 44.529783964157104
335.77, 44.63006544113159
335.77, 44.732481718063354
335.77, 44.83322024345398
335.77, 44.934709548950195
335.77, 45.03694248199463
335.77, 45.137874126434326
335.77, 45.23978877067566
335.96, 45.34076237678528
335.77, 45.44118022918701
335.77, 45.54327726364136
335.77, 45.64388918876648
335.77, 45.74462056159973
335.96, 45.84666419029236
335.77, 45.94818568229675
335.77, 46.049680948257446
335.77, 46.15099358558655
335.77, 46.252328872680664
335.77, 46.3536217212677
335.77, 46.454968214035034
335.77, 46.55570578575134
335.77, 46.657013177871704
335.77, 46.75806498527527
335.77, 46.85930800437927
335.77, 46.95983266830444
335.77, 47.061201333999634
335.77, 47.161752223968506
335.77, 47.2629816532135
335.77, 47.364994049072266
335.77, 47.46631360054016
335.77, 47.56655764579773
335.77, 47.66758584976196
335.77, 47.7700080871582
335.77, 47.87101697921753
335.77, 47.97269034385681
335.77, 48.07457685470581
335.77, 48.17530107498169
335.77, 48.27691292762756
335.77, 48.37889051437378
335.77, 48.478978633880615
335.77, 48.58075284957886
335.59, 48.681999921798706
335.77, 48.782957315444946
335.77, 48.88437461853027
335.59, 48.984843015670776
335.59, 49.08587336540222
335.59, 49.187347412109375
335.59, 49.289196491241455
335.59, 49.39070153236389
335.59, 49.49112010002136
335.59, 49.59292387962341
335.59, 49.69374227523804
335.59, 49.79430341720581
335.59, 49.89612412452698
335.59, 49.99719047546387
335.59, 50.09856462478638
335.59, 50.19952988624573
335.59, 50.301902532577515
335.59, 50.40259504318237
335.59, 50.50396680831909
335.59, 50.604883432388306
335.59, 50.707101345062256
335.59, 50.80762553215027
335.59, 50.90928673744202
335.59, 51.01020169258118
335.59, 51.11204552650452
335.59, 51.21240043640137
335.59, 51.314356088638306
335.59, 51.415552854537964
335.59, 51.51718616485596
335.59, 51.61833214759827
335.59, 51.719204902648926
335.59, 51.82092475891113
335.59, 51.922351598739624
335.59, 52.023974895477295
335.59, 52.125550508499146
335.59, 52.22705698013306
335.59, 52.328240633010864
335.59, 52.42882990837097
335.41, 52.52938485145569
335.59, 52.631423473358154
335.59, 52.73290777206421
335.59, 52.83382964134216
335.59, 52.93458819389343
335.41, 53.035720348358154
335.59, 53.13689374923706
335.41, 53.23873949050903
335.41, 53.33947682380676
335.41, 53.44061279296875
335.41, 53.5415780544281
335.41, 53.64289712905884
335.41, 53.7444167137146
335.41, 53.84596586227417
335.41, 53.947893142700195
335.41, 54.04939079284668
335.41, 54.1508469581604
335.41, 54.251235485076904
335.41, 54.35231113433838
335.41, 54.453866481781006
335.41, 54.555542945861816
335.41, 54.65633225440979
335.41, 54.757235288619995
335.41, 54.858391523361206
335.41, 54.95991349220276
335.22, 55.0609712600708
335.41, 55.162639141082764
335.41, 55.26301026344299
335.41, 55.36374855041504
335.41, 55.466383934020996
335.22, 55.567280530929565
335.22, 55.668567419052124
335.41, 55.76988625526428
335.41, 55.871044635772705
335.59, 55.97239923477173
335.41, 56.07473134994507
335.22, 56.17531156539917
335.41, 56.27647876739502
335.22, 56.37816333770752
335.22, 56.47948384284973
335.41, 56.58064913749695
335.41, 56.681725025177
335.22, 56.783408880233765
335.22, 56.88452482223511
335.41, 56.986473083496094
335.22, 57.08813261985779
335.41, 57.18864440917969
335.41, 57.28932189941406
335.41, 57.39109992980957
335.41, 57.491958141326904
335.22, 57.59329080581665
335.41, 57.69520139694214
335.22, 57.79670572280884
335.22, 57.89718413352966
335.22, 57.99979257583618
335.41, 58.10039234161377
335.22, 58.20157480239868
335.41, 58.30284905433655
335.41, 58.404425859451294
335.41, 58.50525712966919
335.22, 58.60648155212402
335.41, 58.70766472816467
335.41, 58.80858778953552
335.22, 58.909565448760986
335.41, 59.01158618927002
335.41, 59.11282181739807
335.41, 59.21339464187622
335.41, 59.315279483795166
335.41, 59.41632962226868
335.22, 59.51766610145569
335.22, 59.61937761306763
335.22, 59.720332860946655
335.41, 59.821895122528076
335.41, 59.92283797264099
335.22, 60.02495074272156
335.41, 60.12563157081604
335.41, 60.22736859321594
335.41, 60.328778982162476
335.22, 60.43008899688721
335.41, 60.530327796936035
335.41, 60.63157391548157
335.41, 60.733065128326416
335.59, 60.83512997627258
335.41, 60.935818910598755
335.22, 61.03672456741333
335.41, 61.13759708404541
335.22, 61.23956894874573
335.22, 61.33980917930603
335.22, 61.44126605987549
335.22, 61.54205799102783
335.22, 61.64306974411011
335.22, 61.74496245384216
335.22, 61.84588074684143
335.22, 61.94791388511658
335.22, 62.04857301712036
335.41, 62.150224447250366
335.22, 62.25117897987366
335.22, 62.35320043563843
335.22, 62.45449376106262
335.22, 62.555115699768066
335.22, 62.65571999549866
335.22, 62.75659799575806
335.22, 62.85872936248779
335.22, 62.95965099334717
335.22, 63.061392068862915
335.22, 63.16232895851135
335.22, 63.263874530792236
335.22, 63.36502647399902
335.22, 63.465290546417236
335.22, 63.56735920906067
335.22, 63.667973041534424
335.22, 63.76909947395325
335.22, 63.86997056007385
335.22, 63.97204399108887
335.22, 64.07250475883484
335.22, 64.17454624176025
335.22, 64.27471947669983
335.22, 64.37672019004822
335.22, 64.47751808166504
335.22, 64.57857704162598
335.22, 64.68020701408386
335.22, 64.78042221069336
335.22, 64.88251876831055
335.22, 64.98294425010681
335.04, 65.08404517173767
335.22, 65.18628096580505
335.22, 65.2869393825531
335.22, 65.38841366767883
335.04, 65.48930215835571
335.04, 65.59067821502686
335.22, 65.69198155403137
335.04, 65.79359793663025
335.04, 65.894935131073
335.04, 65.99620246887207
335.04, 66.09672236442566
335.04, 66.19794797897339
335.04, 66.3002724647522
335.04, 66.40188407897949
335.04, 66.50204825401306
335.04, 66.60405325889587
335.04, 66.70477223396301
335.04, 66.80567216873169
335.04, 66.90701055526733
335.04, 67.00757646560669
335.04, 67.10954427719116
335.04, 67.2103841304779
334.86, 67.31240630149841
335.04, 67.41388654708862
335.04, 67.51532506942749
334.86, 67.61650896072388
335.04, 67.71868515014648
334.86, 67.81918406486511
334.86, 67.92027068138123
335.04, 68.02196455001831
334.86, 68.12243103981018
334.86, 68.22399091720581
334.86, 68.32563757896423
334.86, 68.42579889297485
334.86, 68.52688479423523
334.86, 68.6288411617279
334.86, 68.72894239425659
334.86, 68.83022928237915
334.86, 68.93259167671204
334.86, 69.03303003311157
334.86, 69.13413405418396
334.86, 69.23659324645996
334.86, 69.33738565444946
334.86, 69.43894648551941
334.86, 69.53952860832214
334.86, 69.64190435409546
334.86, 69.74312233924866
334.86, 69.84370732307434
334.86, 69.94487571716309
334.68, 70.04673075675964
334.86, 70.14799642562866
334.68, 70.24930930137634
334.68, 70.34983849525452
334.68, 70.45058035850525
334.68, 70.55261278152466
334.68, 70.65347290039062
334.86, 70.75517249107361
334.68, 70.85762333869934
334.86, 70.95888543128967
334.68, 71.05910968780518
334.68, 71.16102886199951
334.68, 71.2613172531128
334.68, 71.3621473312378
334.68, 71.46409153938293
334.68, 71.56578922271729
334.68, 71.66658401489258
334.68, 71.76768660545349
334.68, 71.86865663528442
334.68, 71.96999835968018
334.68, 72.07174015045166
334.68, 72.17210817337036
334.68, 72.27305054664612
334.68, 72.3738021850586
334.5, 72.47527480125427
334.5, 72.57665824890137
334.68, 72.67691588401794
334.5, 72.77803778648376
334.5, 72.8800687789917
334.5, 72.98021149635315
334.5, 73.0817232131958
334.5, 73.18315696716309
334.5, 73.2854676246643
334.5, 73.3867552280426
334.5, 73.48745536804199
334.5, 73.58860969543457
334.5, 73.6897246837616
334.5, 73.79123306274414
334.5, 73.89249992370605
334.5, 73.99425983428955
334.5, 74.09534430503845
334.5, 74.19663739204407
334.5, 74.29825735092163
334.5, 74.39979982376099
334.5, 74.50079822540283
334.5, 74.6021249294281
334.5, 74.70405697822571
334.5, 74.8046202659607
334.5, 74.90648365020752
334.5, 75.00695490837097
334.5, 75.10772895812988
334.5, 75.209388256073
334.5, 75.31104326248169
334.5, 75.4118139743805
334.5, 75.5125880241394
334.5, 75.61471939086914
334.5, 75.71745371818542
334.5, 75.81776404380798
334.5, 75.91896295547485
334.5, 76.01984024047852
334.5, 76.12171936035156
334.5, 76.22298645973206
334.5, 76.32370233535767
334.5, 76.42420554161072
334.5, 76.52520847320557
334.5, 76.62722420692444
334.5, 76.72731852531433
334.5, 76.82940125465393
334.5, 76.93071722984314
334.5, 77.03191590309143
334.5, 77.13406610488892
334.5, 77.23439884185791
334.5, 77.33553886413574
334.5, 77.4368588924408
334.5, 77.53916883468628
334.5, 77.64037585258484
334.5, 77.74167156219482
334.5, 77.84225082397461
334.5, 77.94337773323059
334.5, 78.04445719718933
334.5, 78.1449875831604
334.5, 78.24699330329895
334.5, 78.34756016731262
334.5, 78.44966244697571
334.5, 78.55138039588928
334.5, 78.65223455429077
334.5, 78.75282216072083
334.5, 78.85419464111328
334.5, 78.95515131950378
334.5, 79.05702710151672
334.5, 79.15857458114624
334.14, 79.2586841583252
334.5, 79.36041903495789
334.5, 79.46178221702576
334.5, 79.5633864402771
334.5, 79.66483902931213
334.32, 79.76632952690125
334.5, 79.86733055114746
334.5, 79.96838068962097
334.5, 80.06903791427612
334.5, 80.17003059387207
334.32, 80.27062225341797
334.5, 80.3718569278717
334.5, 80.47361707687378
334.32, 80.57481741905212
334.32, 80.67543745040894
334.32, 80.77674007415771
334.32, 80.8774266242981
334.32, 80.97909188270569
334.32, 81.08071374893188
334.32, 81.18205094337463
334.32, 81.28279423713684
334.32, 81.38444566726685
334.32, 81.4864718914032
334.32, 81.58689165115356
334.32, 81.68819046020508
334.32, 81.78957676887512
334.32, 81.89112091064453
334.32, 81.99199199676514
334.32, 82.09323835372925
334.32, 82.19415760040283
334.32, 82.2955174446106
334.32, 82.39608955383301
334.32, 82.49711346626282
334.32, 82.59943628311157
334.32, 82.7002272605896
334.32, 82.80118799209595
334.32, 82.90228295326233
334.14, 83.00376224517822
334.32, 83.10498213768005
334.32, 83.20683884620667
334.32, 83.30693674087524
334.14, 83.4079384803772
334.14, 83.50881767272949
334.14, 83.60975408554077
334.14, 83.71045923233032
334.14, 83.81126284599304
334.14, 83.91211557388306
334.14, 84.01419973373413
334.14, 84.1159679889679
334.14, 84.21708011627197
334.14, 84.31897330284119
334.14, 84.42028260231018
334.14, 84.5210211277008
334.14, 84.62228560447693
334.14, 84.72418785095215
334.14, 84.82699131965637
334.14, 84.92824196815491
334.14, 85.0286591053009
334.14, 85.13008308410645
334.14, 85.23188924789429
334.14, 85.33300113677979
334.14, 85.43468976020813
334.14, 85.53531098365784
334.14, 85.6365737915039
334.14, 85.73732304573059
334.14, 85.83932518959045
334.14, 85.93969583511353
333.97, 86.04186797142029
334.14, 86.14330291748047
334.14, 86.24348139762878
333.97, 86.34560227394104
333.97, 86.44690704345703
333.97, 86.54847717285156
333.97, 86.64966440200806
333.97, 86.75075197219849
334.14, 86.8518750667572
333.97, 86.95302534103394
333.97, 87.05441164970398
333.97, 87.15507960319519
333.97, 87.25608205795288
333.97, 87.35765838623047
333.97, 87.45872807502747
333.97, 87.56001305580139
333.97, 87.66117763519287
333.97, 87.76201558113098
333.97, 87.86452507972717
333.97, 87.96532845497131
333.97, 88.06743454933167
333.97, 88.16800451278687
333.97, 88.27006363868713
333.97, 88.37065029144287
333.79, 88.472496509552
333.97, 88.57326793670654
333.79, 88.675128698349
333.79, 88.7757658958435
333.79, 88.8776466846466
333.79, 88.97884917259216
333.79, 89.07986164093018
333.79, 89.18037056922913
333.79, 89.28294467926025
333.79, 89.38351511955261
333.79, 89.48464512825012
333.79, 89.58605313301086
333.79, 89.68830943107605
333.79, 89.78899145126343
333.79, 89.89054203033447
333.79, 89.99173951148987
333.79, 90.0930163860321
333.79, 90.19455361366272
333.79, 90.29611420631409
333.79, 90.3974359035492
333.79, 90.49912929534912
333.79, 90.60073351860046
333.62, 90.7011444568634
333.79, 90.8023989200592
333.79, 90.90407347679138
333.79, 91.00479245185852
333.79, 91.10650062561035
333.79, 91.20806002616882
333.79, 91.30864691734314
333.79, 91.40957283973694
333.79, 91.51106524467468
333.79, 91.61173343658447
333.62, 91.71399450302124
333.79, 91.8142774105072
333.62, 91.91634964942932
333.62, 92.01715898513794
333.62, 92.1182177066803
333.62, 92.21899247169495
333.79, 92.32037568092346
333.62, 92.4211950302124
333.62, 92.52301788330078
333.62, 92.62366509437561
333.62, 92.72511553764343
333.62, 92.82613492012024
333.62, 92.9273030757904
333.62, 93.02799725532532
333.62, 93.12900638580322
333.62, 93.2311339378357
333.62, 93.33273196220398
333.62, 93.43382978439331
333.62, 93.53438377380371
333.62, 93.63524436950684
333.62, 93.73588109016418
333.44, 93.8367338180542
333.44, 93.93891763687134
333.62, 94.0406985282898
333.44, 94.14131665229797
333.44, 94.24242091178894
333.44, 94.34348201751709
333.62, 94.44407677650452
333.44, 94.54542279243469
333.62, 94.64753985404968
333.44, 94.74947667121887
333.44, 94.85002255439758
333.44, 94.95164799690247
333.44, 95.05268096923828
333.44, 95.1550018787384
333.44, 95.25571250915527
333.62, 95.35716152191162
333.44, 95.45790100097656
333.44, 95.55961084365845
333.44, 95.65998220443726
333.44, 95.76205110549927
333.44, 95.86321377754211
333.62, 95.96340751647949
333.62, 96.06583094596863
333.44, 96.1671724319458
333.44, 96.26770043373108
333.62, 96.36959671974182
333.44, 96.47070670127869
333.62, 96.57135343551636
333.62, 96.6722617149353
333.44, 96.77396130561829
333.62, 96.87498807907104
333.62, 96.976003408432
333.44, 97.07684993743896
333.44, 97.17894220352173
333.62, 97.27954292297363
333.44, 97.3808274269104
333.44, 97.48252630233765
333.62, 97.58332633972168
333.62, 97.68463444709778
333.62, 97.78565239906311
333.62, 97.88652443885803
333.62, 97.98827815055847
333.62, 98.08974432945251
333.44, 98.18989658355713
333.62, 98.29140067100525
333.44, 98.39234900474548
333.44, 98.49366164207458
333.62, 98.59426975250244
333.62, 98.69611048698425
333.62, 98.79673624038696
333.44, 98.89880537986755
333.62, 99.00025820732117
333.44, 99.10061693191528
333.62, 99.20164513587952
333.44, 99.30248928070068
333.44, 99.40331768989563
333.44, 99.50478148460388
333.44, 99.60575222969055
333.44, 99.70678305625916
333.44, 99.80755686759949
333.44, 99.90966701507568
333.44, 100.00981044769287
333.44, 100.11170887947083
333.44, 100.21179246902466
333.44, 100.313720703125
333.44, 100.41495132446289
333.44, 100.51631474494934
333.44, 100.61730718612671
333.44, 100.7178602218628
333.44, 100.81880903244019
333.44, 100.92002558708191
333.44, 101.0210599899292
333.44, 101.12236881256104
333.44, 101.223135471344
333.44, 101.32387971878052
333.44, 101.42584776878357
333.27, 101.52610659599304
333.44, 101.62714171409607
333.27, 101.7280786037445
333.44, 101.83001065254211
333.27, 101.93138861656189
333.27, 102.0332522392273
333.27, 102.13373136520386
333.27, 102.23485469818115
333.27, 102.33570861816406
333.27, 102.43693089485168
333.27, 102.53800559043884
333.27, 102.63935804367065
333.27, 102.74055051803589
333.27, 102.84151649475098
333.27, 102.94208860397339
333.27, 103.04342222213745
333.27, 103.14421272277832
333.27, 103.24602556228638
333.27, 103.34710669517517
333.27, 103.44815373420715
333.27, 103.54964399337769
333.27, 103.65046095848083
333.27, 103.75213670730591
333.27, 103.85287404060364
333.27, 103.9540503025055
333.27, 104.05505466461182
333.1, 104.15613293647766
333.27, 104.25779175758362
333.27, 104.35911798477173
333.27, 104.46044087409973
333.27, 104.560551404953
333.27, 104.66190195083618
333.27, 104.76296782493591
333.27, 104.86392116546631
333.1, 104.96588134765625
333.1, 105.06715226173401
333.44, 105.16974472999573
333.27, 105.27109217643738
333.27, 105.37176942825317
333.27, 105.47344255447388
333.1, 105.57465958595276
333.1, 105.67644572257996
333.27, 105.77814388275146
333.1, 105.87871432304382
333.27, 105.9797830581665
333.1, 106.08159375190735
333.27, 106.18292784690857
333.1, 106.28327918052673
333.1, 106.38436031341553
333.27, 106.48544239997864
333.1, 106.58703064918518
333.1, 106.68791007995605
333.1, 106.78942608833313
333.1, 106.89030241966248
333.1, 106.99169063568115
333.1, 107.0930118560791
333.1, 107.1941077709198
333.1, 107.29570198059082
333.1, 107.39633917808533
333.1, 107.49753069877625
333.1, 107.59997844696045
333.1, 107.70199465751648
333.1, 107.80234575271606
333.1, 107.90436959266663
332.93, 108.00478529930115
333.1, 108.10568451881409
333.1, 108.20769238471985
333.1, 108.30785131454468
333.1, 108.40871167182922
333.1, 108.51022219657898
333.1, 108.61183595657349
332.93, 108.71248412132263
332.93, 108.81296348571777
332.93, 108.9155695438385
333.1, 109.01672840118408
332.93, 109.11724495887756
332.93, 109.2183907032013
332.93, 109.31918954849243
332.93, 109.41994023323059
332.93, 109.52092242240906
332.93, 109.62152004241943
332.93, 109.72245597839355
332.93, 109.82294416427612
332.93, 109.92355608940125
332.93, 110.02393293380737
332.93, 110.12438583374023
332.93, 110.22507238388062
