erro, temperatura atual, integral
1.81, 299.34, 171.49
1.81, 299.34, 171.68
1.81, 299.34, 171.86
1.81, 299.34, 172.04
1.81, 299.34, 172.23
1.81, 299.34, 172.41
1.72, 299.43, 172.59
1.72, 299.43, 172.76
1.81, 299.34, 172.94
1.81, 299.34, 173.12
1.81, 299.34, 173.31
1.81, 299.34, 173.49
1.81, 299.34, 173.68
1.81, 299.34, 173.86
1.72, 299.43, 174.04
1.81, 299.34, 174.22
1.72, 299.43, 174.39
1.72, 299.43, 174.57
1.72, 299.43, 174.74
1.63, 299.52, 174.91
1.72, 299.43, 175.08
1.72, 299.43, 175.26
1.72, 299.43, 175.43
1.72, 299.43, 175.61
1.72, 299.43, 175.78
1.72, 299.43, 175.96
1.72, 299.43, 176.13
1.72, 299.43, 176.3
1.72, 299.43, 176.48
1.72, 299.43, 176.65
1.72, 299.43, 176.83
1.72, 299.43, 177.0
1.72, 299.43, 177.18
1.72, 299.43, 177.35
1.72, 299.43, 177.53
1.72, 299.43, 177.7
1.72, 299.43, 177.87
1.72, 299.43, 178.05
1.72, 299.43, 178.23
1.72, 299.43, 178.4
1.72, 299.43, 178.57
1.63, 299.52, 178.74
1.72, 299.43, 178.91
1.72, 299.43, 179.09
1.72, 299.43, 179.26
1.72, 299.43, 179.44
1.72, 299.43, 179.61
1.72, 299.43, 179.79
1.63, 299.52, 179.95
1.63, 299.52, 180.12
1.63, 299.52, 180.28
1.72, 299.43, 180.45
1.63, 299.52, 180.62
1.72, 299.43, 180.79
1.63, 299.52, 180.96
1.72, 299.43, 181.13
1.63, 299.52, 181.3
1.63, 299.52, 181.47
1.63, 299.52, 181.63
1.63, 299.52, 181.8
1.63, 299.52, 181.96
1.63, 299.52, 182.13
1.63, 299.52, 182.3
1.63, 299.52, 182.46
1.63, 299.52, 182.63
1.63, 299.52, 182.79
1.63, 299.52, 182.96
1.63, 299.52, 183.12
1.63, 299.52, 183.29
1.63, 299.52, 183.46
1.63, 299.52, 183.62
1.63, 299.52, 183.78
1.63, 299.52, 183.95
1.63, 299.52, 184.12
1.63, 299.52, 184.28
1.54, 299.61, 184.44
1.63, 299.52, 184.6
1.63, 299.52, 184.77
1.63, 299.52, 184.93
1.63, 299.52, 185.1
1.63, 299.52, 185.27
1.63, 299.52, 185.43
1.63, 299.52, 185.6
1.63, 299.52, 185.76
1.63, 299.52, 185.93
1.63, 299.52, 186.09
1.63, 299.52, 186.26
1.54, 299.61, 186.42
1.54, 299.61, 186.58
1.72, 299.43, 186.74
1.54, 299.61, 186.91
1.54, 299.61, 187.06
1.63, 299.52, 187.22
1.54, 299.61, 187.38
1.54, 299.61, 187.54
1.63, 299.52, 187.7
1.63, 299.52, 187.87
1.54, 299.61, 188.03
1.54, 299.61, 188.18
1.54, 299.61, 188.34
1.54, 299.61, 188.5
1.54, 299.61, 188.65
1.54, 299.61, 188.81
1.54, 299.61, 188.97
1.54, 299.61, 189.12
1.54, 299.61, 189.28
1.54, 299.61, 189.44
1.54, 299.61, 189.59
1.54, 299.61, 189.75
1.54, 299.61, 189.9
1.54, 299.61, 190.06
1.54, 299.61, 190.22
1.54, 299.61, 190.37
1.54, 299.61, 190.53
1.54, 299.61, 190.69
1.54, 299.61, 190.84
1.54, 299.61, 191.0
1.54, 299.61, 191.16
1.54, 299.61, 191.31
1.54, 299.61, 191.47
1.54, 299.61, 191.62
1.54, 299.61, 191.78
1.54, 299.61, 191.94
1.54, 299.61, 192.09
1.54, 299.61, 192.25
1.54, 299.61, 192.41
1.54, 299.61, 192.56
1.54, 299.61, 192.72
1.54, 299.61, 192.88
1.45, 299.7, 193.03
1.45, 299.7, 193.17
1.45, 299.7, 193.32
1.54, 299.61, 193.48
1.54, 299.61, 193.63
1.54, 299.61, 193.79
1.54, 299.61, 193.95
1.54, 299.61, 194.1
1.45, 299.7, 194.25
1.45, 299.7, 194.4
1.54, 299.61, 194.55
1.45, 299.7, 194.7
1.45, 299.7, 194.85
1.45, 299.7, 195.0
1.54, 299.61, 195.15
1.45, 299.7, 195.3
1.45, 299.7, 195.45
1.45, 299.7, 195.6
1.45, 299.7, 195.74
1.45, 299.7, 195.89
1.45, 299.7, 196.04
1.45, 299.7, 196.19
1.45, 299.7, 196.33
1.45, 299.7, 196.48
1.45, 299.7, 196.63
1.45, 299.7, 196.78
1.45, 299.7, 196.92
1.54, 299.61, 197.08
1.45, 299.7, 197.23
1.45, 299.7, 197.37
1.45, 299.7, 197.52
1.45, 299.7, 197.67
1.45, 299.7, 197.82
1.45, 299.7, 197.96
1.45, 299.7, 198.11
1.45, 299.7, 198.26
1.45, 299.7, 198.41
1.45, 299.7, 198.55
1.45, 299.7, 198.7
1.45, 299.7, 198.85
1.36, 299.79, 198.99
1.36, 299.79, 199.13
1.36, 299.79, 199.27
1.36, 299.79, 199.41
1.36, 299.79, 199.54
1.36, 299.79, 199.68
1.45, 299.7, 199.82
1.45, 299.7, 199.97
1.45, 299.7, 200.12
1.45, 299.7, 200.27
1.36, 299.79, 200.41
1.36, 299.79, 200.55
1.36, 299.79, 200.69
1.36, 299.79, 200.83
1.54, 299.61, 200.97
1.36, 299.79, 201.12
1.36, 299.79, 201.26
1.36, 299.79, 201.4
