erro, temperatura atual, integral
2.07, 299.08, 177.07
2.07, 299.08, 177.28
2.07, 299.08, 177.49
2.07, 299.08, 177.7
2.07, 299.08, 177.91
2.16, 298.99, 178.12
2.07, 299.08, 178.34
2.07, 299.08, 178.55
2.07, 299.08, 178.76
2.07, 299.08, 178.97
2.07, 299.08, 179.18
2.07, 299.08, 179.39
2.07, 299.08, 179.6
2.07, 299.08, 179.81
2.07, 299.08, 180.02
2.07, 299.08, 180.23
2.07, 299.08, 180.44
2.07, 299.08, 180.65
2.07, 299.08, 180.86
2.07, 299.08, 181.08
2.07, 299.08, 181.28
1.98, 299.17, 181.49
2.07, 299.08, 181.7
2.07, 299.08, 181.91
2.07, 299.08, 182.12
2.07, 299.08, 182.33
2.07, 299.08, 182.54
2.07, 299.08, 182.75
2.07, 299.08, 182.96
1.98, 299.17, 183.17
1.98, 299.17, 183.37
1.98, 299.17, 183.57
1.98, 299.17, 183.77
1.98, 299.17, 183.97
2.07, 299.08, 184.18
1.98, 299.17, 184.38
2.07, 299.08, 184.59
1.98, 299.17, 184.8
1.98, 299.17, 185.0
1.98, 299.17, 185.2
1.98, 299.17, 185.4
1.98, 299.17, 185.6
1.98, 299.17, 185.8
1.98, 299.17, 186.0
1.98, 299.17, 186.2
1.98, 299.17, 186.41
1.98, 299.17, 186.61
1.98, 299.17, 186.81
1.98, 299.17, 187.01
1.98, 299.17, 187.21
1.98, 299.17, 187.41
1.98, 299.17, 187.61
1.98, 299.17, 187.82
1.98, 299.17, 188.02
1.98, 299.17, 188.22
1.98, 299.17, 188.42
1.98, 299.17, 188.62
1.98, 299.17, 188.82
1.98, 299.17, 189.03
1.98, 299.17, 189.23
1.98, 299.17, 189.43
1.98, 299.17, 189.63
1.98, 299.17, 189.83
1.98, 299.17, 190.03
1.98, 299.17, 190.23
1.98, 299.17, 190.43
1.98, 299.17, 190.64
1.98, 299.17, 190.84
1.98, 299.17, 191.04
1.98, 299.17, 191.24
1.98, 299.17, 191.44
1.9, 299.25, 191.64
1.98, 299.17, 191.84
1.98, 299.17, 192.04
1.98, 299.17, 192.24
1.98, 299.17, 192.44
1.98, 299.17, 192.64
1.98, 299.17, 192.84
1.9, 299.25, 193.04
1.9, 299.25, 193.23
1.9, 299.25, 193.43
1.9, 299.25, 193.62
1.98, 299.17, 193.82
1.9, 299.25, 194.01
