Time(s),CH1V,CH2V
-2.000000e-03,2.048400e+00,1.892400e+00
-1.998000e-03,2.136933e+00,1.887867e+00
-1.996000e-03,2.230000e+00,1.892400e+00
-1.994000e-03,2.329733e+00,1.892400e+00
-1.992000e-03,2.409200e+00,1.896933e+00
-1.990000e-03,2.509067e+00,1.906000e+00
-1.988000e-03,2.597467e+00,1.912800e+00
-1.986000e-03,2.683733e+00,1.915067e+00
-1.984000e-03,2.774400e+00,1.921733e+00
-1.982000e-03,2.876533e+00,1.926267e+00
-1.980000e-03,2.951467e+00,1.946667e+00
-1.978000e-03,3.033067e+00,1.955733e+00
-1.976000e-03,3.128400e+00,1.969333e+00
-1.974000e-03,3.223600e+00,1.976133e+00
-1.972000e-03,3.309867e+00,1.985200e+00
-1.970000e-03,3.400667e+00,1.985200e+00
-1.968000e-03,3.482267e+00,2.010133e+00
-1.966000e-03,3.573067e+00,2.021467e+00
-1.964000e-03,3.636533e+00,2.041867e+00
-1.962000e-03,3.734133e+00,2.064400e+00
-1.960000e-03,3.795333e+00,2.064400e+00
-1.958000e-03,3.881600e+00,2.093867e+00
-1.956000e-03,3.947333e+00,2.098400e+00
-1.954000e-03,4.020000e+00,2.123333e+00
-1.952000e-03,4.090267e+00,2.139200e+00
-1.950000e-03,4.174267e+00,2.159600e+00
-1.948000e-03,4.219600e+00,2.180000e+00
-1.946000e-03,4.303600e+00,2.191333e+00
-1.944000e-03,4.358000e+00,2.213867e+00
-1.942000e-03,4.428400e+00,2.236533e+00
-1.940000e-03,4.469200e+00,2.252400e+00
-1.938000e-03,4.528133e+00,2.272800e+00
-1.936000e-03,4.566800e+00,2.300000e+00
-1.934000e-03,4.625733e+00,2.302267e+00
-1.932000e-03,4.666533e+00,2.340800e+00
-1.930000e-03,4.712000e+00,2.361067e+00
-1.928000e-03,4.741467e+00,2.379200e+00
-1.926000e-03,4.784534e+00,2.388267e+00
-1.924000e-03,4.795866e+00,2.420000e+00
-1.922000e-03,4.841333e+00,2.435867e+00
-1.920000e-03,4.866267e+00,2.456267e+00
-1.918000e-03,4.888933e+00,2.478933e+00
-1.916000e-03,4.907067e+00,2.499200e+00
-1.914000e-03,4.916133e+00,2.533200e+00
-1.912000e-03,4.927467e+00,2.542267e+00
-1.910000e-03,4.929733e+00,2.571733e+00
-1.908000e-03,4.938800e+00,2.580800e+00
-1.906000e-03,4.941067e+00,2.623867e+00
-1.904000e-03,4.950133e+00,2.621600e+00
-1.902000e-03,4.945600e+00,2.657733e+00
-1.900000e-03,4.936533e+00,2.682667e+00
-1.898000e-03,4.922934e+00,2.700800e+00
-1.896000e-03,4.900267e+00,2.716667e+00
-1.894000e-03,4.893467e+00,2.730267e+00
-1.892000e-03,4.873067e+00,2.752933e+00
-1.890000e-03,4.848134e+00,2.775600e+00
-1.888000e-03,4.827734e+00,2.786933e+00
-1.886000e-03,4.793600e+00,2.802667e+00
-1.884000e-03,4.748267e+00,2.807200e+00
-1.882000e-03,4.718800e+00,2.841200e+00
-1.880000e-03,4.666533e+00,2.861600e+00
-1.878000e-03,4.643867e+00,2.866133e+00
-1.876000e-03,4.591733e+00,2.904667e+00
-1.874000e-03,4.535067e+00,2.909200e+00
-1.872000e-03,4.485067e+00,2.925067e+00
-1.870000e-03,4.432933e+00,2.934000e+00
-1.868000e-03,4.371600e+00,2.945333e+00
-1.866000e-03,4.310400e+00,2.963467e+00
-1.864000e-03,4.251467e+00,2.972533e+00
-1.862000e-03,4.185600e+00,2.983867e+00
-1.860000e-03,4.131200e+00,2.981600e+00
-1.858000e-03,4.054000e+00,2.999733e+00
-1.856000e-03,3.961067e+00,2.995200e+00
-1.854000e-03,3.904267e+00,3.011067e+00
-1.852000e-03,3.818133e+00,3.013333e+00
-1.850000e-03,3.747733e+00,3.008800e+00
-1.848000e-03,3.666133e+00,3.026933e+00
-1.846000e-03,3.591200e+00,3.020133e+00
-1.844000e-03,3.495867e+00,3.038267e+00
-1.842000e-03,3.414267e+00,3.051867e+00
-1.840000e-03,3.323467e+00,3.036000e+00
-1.838000e-03,3.248667e+00,3.054133e+00
-1.836000e-03,3.164667e+00,3.045067e+00
-1.834000e-03,3.076133e+00,3.049600e+00
-1.832000e-03,2.976400e+00,3.040533e+00
