Time(s),CH1V,CH2V
-3.750000e-04,4.543067e+00,2.752400e+00
-3.742500e-04,4.499333e+00,2.727067e+00
-3.735000e-04,4.461867e+00,2.704667e+00
-3.727500e-04,4.424000e+00,2.678000e+00
-3.720000e-04,4.372533e+00,2.656933e+00
-3.712500e-04,4.323200e+00,2.637867e+00
-3.705000e-04,4.276534e+00,2.619333e+00
-3.697500e-04,4.215734e+00,2.603067e+00
-3.690000e-04,4.169466e+00,2.580000e+00
-3.682500e-04,4.121334e+00,2.546667e+00
-3.675000e-04,4.051733e+00,2.538133e+00
-3.667500e-04,3.993200e+00,2.514933e+00
-3.660000e-04,3.922267e+00,2.499733e+00
-3.652500e-04,3.857600e+00,2.468400e+00
-3.645000e-04,3.794933e+00,2.438667e+00
-3.637500e-04,3.741067e+00,2.432933e+00
-3.630000e-04,3.670400e+00,2.407733e+00
-3.622500e-04,3.599600e+00,2.375867e+00
-3.615000e-04,3.522000e+00,2.369600e+00
-3.607500e-04,3.455733e+00,2.345467e+00
-3.600000e-04,3.389333e+00,2.333733e+00
-3.592500e-04,3.316800e+00,2.297333e+00
-3.585000e-04,3.228267e+00,2.282267e+00
-3.577500e-04,3.170400e+00,2.270267e+00
-3.570000e-04,3.094400e+00,2.257467e+00
-3.562500e-04,3.012933e+00,2.231200e+00
-3.555000e-04,2.948400e+00,2.211200e+00
-3.547500e-04,2.849733e+00,2.196800e+00
-3.540000e-04,2.776133e+00,2.173600e+00
-3.532500e-04,2.703200e+00,2.153867e+00
-3.525000e-04,2.618533e+00,2.132933e+00
-3.517500e-04,2.549867e+00,2.118267e+00
-3.510000e-04,2.464933e+00,2.090933e+00
-3.502500e-04,2.401200e+00,2.080000e+00
-3.495000e-04,2.312533e+00,2.075600e+00
-3.487500e-04,2.235733e+00,2.067067e+00
-3.480000e-04,2.152533e+00,2.042933e+00
-3.472500e-04,2.080533e+00,2.032667e+00
-3.465000e-04,1.997733e+00,2.010933e+00
-3.457500e-04,1.921467e+00,1.999867e+00
-3.450000e-04,1.859867e+00,1.990400e+00
-3.442500e-04,1.785333e+00,1.973333e+00
-3.435000e-04,1.701600e+00,1.971867e+00
-3.427500e-04,1.627600e+00,1.966133e+00
-3.420000e-04,1.557333e+00,1.956267e+00
-3.412500e-04,1.484667e+00,1.947467e+00
-3.405000e-04,1.424400e+00,1.936933e+00
-3.397500e-04,1.360800e+00,1.930133e+00
-3.390000e-04,1.294400e+00,1.926800e+00
-3.382500e-04,1.213067e+00,1.917333e+00
-3.375000e-04,1.156533e+00,1.913200e+00
-3.367500e-04,1.100533e+00,1.919467e+00
-3.360000e-04,1.024533e+00,1.899067e+00
-3.352500e-04,9.738667e-01,1.905067e+00
-3.345000e-04,9.101334e-01,1.883067e+00
-3.337500e-04,8.557333e-01,1.898133e+00
-3.330000e-04,8.069333e-01,1.886267e+00
-3.322500e-04,7.509333e-01,1.884133e+00
-3.315000e-04,6.984000e-01,1.888933e+00
-3.307500e-04,6.588000e-01,1.880000e+00
-3.300000e-04,6.056000e-01,1.881733e+00
-3.292500e-04,5.596000e-01,1.883600e+00
-3.285000e-04,5.192000e-01,1.899600e+00
-3.277500e-04,4.856000e-01,1.899867e+00
-3.270000e-04,4.380000e-01,1.906000e+00
-3.262500e-04,3.942667e-01,1.910267e+00
-3.255000e-04,3.786667e-01,1.910267e+00
-3.247500e-04,3.466667e-01,1.937600e+00
-3.240000e-04,3.118667e-01,1.919867e+00
-3.232500e-04,2.966667e-01,1.928400e+00
-3.225000e-04,2.777333e-01,1.956800e+00
-3.217500e-04,2.514667e-01,1.952267e+00
-3.210000e-04,2.205333e-01,1.969600e+00
-3.202500e-04,2.264000e-01,1.978933e+00
-3.195000e-04,2.001333e-01,1.984267e+00
-3.187500e-04,1.993333e-01,1.994133e+00
-3.180000e-04,1.890667e-01,2.011733e+00
-3.172500e-04,1.872000e-01,2.028533e+00
-3.165000e-04,1.878667e-01,2.031467e+00
-3.157500e-04,1.765333e-01,2.046933e+00
-3.150000e-04,1.774667e-01,2.063200e+00
-3.142500e-04,1.954667e-01,2.078000e+00
-3.135000e-04,2.082667e-01,2.092400e+00
-3.127500e-04,2.056000e-01,2.105600e+00
-3.120000e-04,2.240000e-01,2.126800e+00
-3.112500e-04,2.390667e-01,2.147333e+00
-3.105000e-04,2.670667e-01,2.156267e+00
-3.097500e-04,2.864000e-01,2.178000e+00
-3.090000e-04,3.077333e-01,2.192667e+00
-3.082500e-04,3.177333e-01,2.211200e+00
-3.075000e-04,3.452000e-01,2.221600e+00
-3.067500e-04,3.888000e-01,2.250933e+00
-3.060000e-04,4.224000e-01,2.273600e+00
-3.052500e-04,4.516000e-01,2.294133e+00
-3.045000e-04,4.889333e-01,2.310133e+00
-3.037500e-04,5.318667e-01,2.326667e+00
-3.030000e-04,5.684000e-01,2.345333e+00
-3.022500e-04,6.181334e-01,2.368800e+00
-3.015000e-04,6.765333e-01,2.402533e+00
-3.007500e-04,7.176000e-01,2.406800e+00
-3.000000e-04,7.732000e-01,2.431467e+00
-2.992500e-04,8.190667e-01,2.452533e+00
-2.985000e-04,8.776000e-01,2.481733e+00
